trial, person, eye, t0, x, y
175,0,L,-124,795.3,223.7
175,0,L,224,1365.0,195.8
175,0,L,476,1354.3,179.6
175,0,X,1209,1290.0,310.0
176,0,L,-117,1129.4,291.4
176,0,L,187,825.0,765.5
176,0,L,323,830.4,751.3
176,0,X,984,790.0,835.0
177,0,L,-73,982.8,226.6
177,0,L,195,918.3,117.1
177,0,X,1224,870.0,235.0
178,0,L,-118,925.9,228.3
178,0,L,190,1603.0,625.6
178,0,L,306,1661.8,622.9
178,0,X,1199,1580.0,710.0
179,0,L,-108,1099.7,297.2
179,0,L,188,471.2,435.6
179,0,L,288,504.2,386.2
179,0,L,436,469.1,384.8
179,0,L,556,480.3,363.4
179,0,X,1191,450.0,450.0
180,0,L,-117,1178.3,316.8
180,0,L,195,1502.9,922.5
180,0,L,327,1455.6,964.0
180,0,L,1131,1062.4,288.9
180,0,X,1166,1370.0,1060.0
